org.apache.camel/apt,org.apache.camel/apt/3.0.0-RC1
ca.uhn.hapi/hapi-structures-v21,ca.uhn.hapi/hapi-structures-v21/2.3
ca.uhn.hapi/hapi-structures-v22,ca.uhn.hapi/hapi-structures-v22/2.3
ca.uhn.hapi/hapi-structures-v23,ca.uhn.hapi/hapi-structures-v23/2.3
ca.uhn.hapi/hapi-structures-v231,ca.uhn.hapi/hapi-structures-v231/2.3
ca.uhn.hapi/hapi-structures-v24,ca.uhn.hapi/hapi-structures-v24/2.3
ca.uhn.hapi/hapi-structures-v25,ca.uhn.hapi/hapi-structures-v25/2.3
ca.uhn.hapi/hapi-structures-v251,ca.uhn.hapi/hapi-structures-v251/2.3
ca.uhn.hapi/hapi-structures-v26,ca.uhn.hapi/hapi-structures-v26/2.3
com.alibaba/fastjson,com.alibaba/fastjson/1.2.58
com.cloudbees.thirdparty/zendesk-java-client,com.cloudbees.thirdparty/zendesk-java-client/0.6.2
com.datastax.cassandra/cassandra-driver-core,com.datastax.cassandra/cassandra-driver-core/3.7.2
com.dropbox.core/dropbox-core-sdk,com.dropbox.core/dropbox-core-sdk/3.1.1
com.fasterxml.jackson.core/jackson-annotations,com.fasterxml.jackson.core/jackson-annotations/2.9.9
com.fasterxml.jackson.core/jackson-core,com.fasterxml.jackson.core/jackson-core/2.9.9
com.fasterxml.jackson.core/jackson-databind,com.fasterxml.jackson.core/jackson-databind/2.9.9.3
com.fasterxml.jackson.dataformat/jackson-dataformat-cbor,com.fasterxml.jackson.dataformat/jackson-dataformat-cbor/2.9.9
com.fasterxml.jackson.dataformat/jackson-dataformat-smile,com.fasterxml.jackson.dataformat/jackson-dataformat-smile/2.9.9
com.fasterxml.jackson.dataformat/jackson-dataformat-xml,com.fasterxml.jackson.dataformat/jackson-dataformat-xml/2.9.9
com.fasterxml.jackson.dataformat/jackson-dataformat-yaml,com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.9.9
com.fasterxml.jackson.datatype/jackson-datatype-joda,com.fasterxml.jackson.datatype/jackson-datatype-joda/2.9.9
com.fasterxml.jackson.jaxrs/jackson-jaxrs-base,com.fasterxml.jackson.jaxrs/jackson-jaxrs-base/2.9.9
com.fasterxml.jackson.jaxrs/jackson-jaxrs-json-provider,com.fasterxml.jackson.jaxrs/jackson-jaxrs-json-provider/2.9.9
com.fasterxml.jackson.jr/jackson-jr-objects,com.fasterxml.jackson.jr/jackson-jr-objects/2.9.9
com.fasterxml.jackson.module/jackson-module-jaxb-annotations,com.fasterxml.jackson.module/jackson-module-jaxb-annotations/2.9.9
com.fasterxml.jackson.module/jackson-module-jsonSchema,com.fasterxml.jackson.module/jackson-module-jsonSchema/2.9.9
com.github.ben-manes.caffeine/caffeine,com.github.ben-manes.caffeine/caffeine/2.8.0
com.github.dozermapper/dozer-core,com.github.dozermapper/dozer-core/6.4.1
com.github.jasminb/jsonapi-converter,com.github.jasminb/jsonapi-converter/0.9
com.google.code.scriptengines/scriptengines-javascript,com.google.code.scriptengines/scriptengines-javascript/1.1.1
com.google.code.scriptengines/scriptengines-jruby,com.google.code.scriptengines/scriptengines-jruby/1.1.1
com.google.guava/guava,com.google.guava/guava/19.0
com.google.truth/truth,com.google.truth/truth/0.30
com.lmax/disruptor,com.lmax/disruptor/3.4.2
com.sun.xml.bind/jaxb-impl,com.sun.xml.bind/jaxb-impl/2.3.0
com.sun.xml.bind/jaxb-core,com.sun.xml.bind/jaxb-core/2.3.0
com.sun.xml.bind/jaxb-jxc,com.sun.xml.bind/jaxb-jxc/2.3.0
com.sun.xml.parsers/jaxp-ri,com.sun.xml.parsers/jaxp-ri/1.4.5
com.thoughtworks.xstream/xstream,com.thoughtworks.xstream/xstream/1.4.11
commons-codec/commons-codec,commons-codec/commons-codec/1.13
commons-collections/commons-collections,commons-collections/commons-collections/3.2.2
commons-dbcp/commons-dbcp,commons-dbcp/commons-dbcp/1.4
commons-httpclient/commons-httpclient,commons-httpclient/commons-httpclient/3.1
commons-io/commons-io,commons-io/commons-io/2.6
commons-logging/commons-logging,commons-logging/commons-logging/1.2
commons-pool/commons-pool,commons-pool/commons-pool/1.6
de.flapdoodle.embed/de.flapdoodle.embed.mongo,de.flapdoodle.embed/de.flapdoodle.embed.mongo/2.1.1
httpunit/httpunit,httpunit/httpunit/1.7
io.krakens/java-grok,io.krakens/java-grok/0.1.9
io.methvin/directory-watcher,io.methvin/directory-watcher/0.9.6
io.nessus/nessus-ipfs-client,io.nessus/nessus-ipfs-client/1.0.0.Beta4
javax.annotation/jsr250-api,javax.annotation/jsr250-api/1.0
javax.servlet/javax.servlet-api,javax.servlet/javax.servlet-api/3.1.0
junit/junit,junit/junit/4.12
log4j/log4j,log4j/log4j/1.2.17
net.corda/corda-rpc,net.corda/corda-rpc/3.3-corda
net.sf.ehcache/ehcache,net.sf.ehcache/ehcache/2.10.6
net.sf.saxon/Saxon-HE,net.sf.saxon/Saxon-HE/9.9.1-4
ognl/ognl,ognl/ognl/3.1.12
org.apache.abdera/abdera-core,org.apache.abdera/abdera-core/1.1.3
org.apache.activemq/activemq-broker,org.apache.activemq/activemq-broker/5.15.9
org.apache.activemq/activemq-kahadb-store,org.apache.activemq/activemq-kahadb-store/5.15.9
org.apache.activemq/activemq-client,org.apache.activemq/activemq-client/5.15.9
org.apache.activemq/activemq-spring,org.apache.activemq/activemq-spring/5.15.9
org.apache.activemq/activemq-camel,org.apache.activemq/activemq-camel/5.15.9
org.apache.activemq/activemq-pool,org.apache.activemq/activemq-pool/5.15.9
org.apache.activemq/activemq-rar,org.apache.activemq/activemq-rar/5.15.9
org.apache.activemq/activemq-all,org.apache.activemq/activemq-all/5.15.9
org.apache.activemq/activemq-amqp,org.apache.activemq/activemq-amqp/5.15.9
org.apache.activemq/activemq-openwire-legacy,org.apache.activemq/activemq-openwire-legacy/5.15.9
org.apache.activemq/activemq-jaas,org.apache.activemq/activemq-jaas/5.15.9
org.apache.activemq/activemq-mqtt,org.apache.activemq/activemq-mqtt/5.15.9
org.apache.any23/apache-any23-core,org.apache.any23/apache-any23-core/2.3
org.apache.aries.blueprint/org.apache.aries.blueprint.api,org.apache.aries.blueprint/org.apache.aries.blueprint.api/1.0.1
org.apache.aries.blueprint/org.apache.aries.blueprint.core,org.apache.aries.blueprint/org.apache.aries.blueprint.core/1.10.0
org.apache.aries.blueprint/org.apache.aries.blueprint.cm,org.apache.aries.blueprint/org.apache.aries.blueprint.cm/1.3.0
org.apache.avro/avro,org.apache.avro/avro/1.9.0
org.apache.avro/avro-ipc,org.apache.avro/avro-ipc/1.9.0
org.apache.camel/camel-util-json,org.apache.camel/camel-util-json/3.0.0-RC1
org.apache.camel/camel-endpointdsl,org.apache.camel/camel-endpointdsl/3.0.0-RC1
org.apache.camel/camel-as2-parent,org.apache.camel/camel-as2-parent/3.0.0-RC1
org.apache.camel/camel-box-parent,org.apache.camel/camel-box-parent/3.0.0-RC1
org.apache.camel/camel-fhir-parent,org.apache.camel/camel-fhir-parent/3.0.0-RC1
org.apache.camel/camel-linkedin-parent,org.apache.camel/camel-linkedin-parent/3.0.0-RC1
org.apache.camel/camel-olingo2-parent,org.apache.camel/camel-olingo2-parent/3.0.0-RC1
org.apache.camel/camel-olingo4-parent,org.apache.camel/camel-olingo4-parent/3.0.0-RC1
org.apache.camel,org.apache.camel/camel-salesforce-parent
org.apache.camel,org.apache.camel/camel-servicenow-parent
org.apache.camel/camel-manual,org.apache.camel/camel-manual/2.24.2
org.apache.camel/spi-annotations,org.apache.camel/spi-annotations/3.0.0-RC1
org.apache.camel/meta-annotations,org.apache.camel/meta-annotations/3.0.0-RC1
org.apache.camel.tests/org.apache.camel.tests.mock-javamail_1.7,org.apache.camel.tests/org.apache.camel.tests.mock-javamail_1.7/3.0.0-RC1
org.apache.cassandra/cassandra-all,org.apache.cassandra/cassandra-all/3.7
org.apache.commons/commons-pool2,org.apache.commons/commons-pool2/2.6.2
org.apache.commons/commons-dbcp2,org.apache.commons/commons-dbcp2/2.7.0
org.apache.cxf/cxf-core,org.apache.cxf/cxf-core/3.3.3
org.apache.cxf/cxf-rt-bindings-soap,org.apache.cxf/cxf-rt-bindings-soap/3.3.3
org.apache.cxf/cxf-rt-bindings-xml,org.apache.cxf/cxf-rt-bindings-xml/3.3.3
org.apache.cxf/cxf-rt-databinding-jaxb,org.apache.cxf/cxf-rt-databinding-jaxb/3.3.3
org.apache.cxf/cxf-rt-features-clustering,org.apache.cxf/cxf-rt-features-clustering/3.3.3
org.apache.cxf/cxf-rt-features-logging,org.apache.cxf/cxf-rt-features-logging/3.3.3
org.apache.cxf/cxf-rt-frontend-jaxrs,org.apache.cxf/cxf-rt-frontend-jaxrs/3.3.3
org.apache.cxf/cxf-rt-frontend-jaxws,org.apache.cxf/cxf-rt-frontend-jaxws/3.3.3
org.apache.cxf/cxf-rt-frontend-simple,org.apache.cxf/cxf-rt-frontend-simple/3.3.3
org.apache.cxf/cxf-rt-management,org.apache.cxf/cxf-rt-management/3.3.3
org.apache.cxf/cxf-rt-rs-client,org.apache.cxf/cxf-rt-rs-client/3.3.3
org.apache.cxf/cxf-rt-rs-service-description-swagger,org.apache.cxf/cxf-rt-rs-service-description-swagger/3.3.3
org.apache.cxf/cxf-rt-rs-extension-providers,org.apache.cxf/cxf-rt-rs-extension-providers/3.3.3
org.apache.cxf/cxf-rt-rs-security-oauth2,org.apache.cxf/cxf-rt-rs-security-oauth2/3.3.3
org.apache.cxf/cxf-rt-transports-local,org.apache.cxf/cxf-rt-transports-local/3.3.3
org.apache.cxf/cxf-rt-transports-http,org.apache.cxf/cxf-rt-transports-http/3.3.3
org.apache.cxf/cxf-rt-transports-http-jetty,org.apache.cxf/cxf-rt-transports-http-jetty/3.3.3
org.apache.cxf/cxf-rt-transports-jms,org.apache.cxf/cxf-rt-transports-jms/3.3.3
org.apache.cxf/cxf-rt-wsdl,org.apache.cxf/cxf-rt-wsdl/3.3.3
org.apache.cxf/cxf-rt-ws-addr,org.apache.cxf/cxf-rt-ws-addr/3.3.3
org.apache.cxf/cxf-rt-ws-mex,org.apache.cxf/cxf-rt-ws-mex/3.3.3
org.apache.cxf/cxf-rt-ws-policy,org.apache.cxf/cxf-rt-ws-policy/3.3.3
org.apache.cxf/cxf-rt-ws-rm,org.apache.cxf/cxf-rt-ws-rm/3.3.3
org.apache.cxf/cxf-rt-ws-security,org.apache.cxf/cxf-rt-ws-security/3.3.3
org.apache.cxf,org.apache.cxf/cxf-testutils
org.apache.cxf.services.sts/cxf-services-sts-core,org.apache.cxf.services.sts/cxf-services-sts-core/3.3.3
org.apache.cxf.services.ws-discovery/cxf-services-ws-discovery-api,org.apache.cxf.services.ws-discovery/cxf-services-ws-discovery-api/3.3.3
org.apache.derby/derby,org.apache.derby/derby/10.14.2.0
org.apache.felix/org.apache.felix.configadmin,org.apache.felix/org.apache.felix.configadmin/1.8.8
org.apache.ftpserver/ftpserver-core,org.apache.ftpserver/ftpserver-core/1.1.1
org.apache.ftpserver/ftplet-api,org.apache.ftpserver/ftplet-api/1.1.1
org.apache.geronimo.specs/geronimo-j2ee-connector_1.5_spec,org.apache.geronimo.specs/geronimo-j2ee-connector_1.5_spec/2.0.0
org.apache.geronimo.specs/geronimo-j2ee-jacc_1.0_spec,org.apache.geronimo.specs/geronimo-j2ee-jacc_1.0_spec/1.1
org.apache.geronimo.specs/geronimo-j2ee-management_1.0_spec,org.apache.geronimo.specs/geronimo-j2ee-management_1.0_spec/1.1
org.apache.geronimo.specs/geronimo-jms_1.1_spec,org.apache.geronimo.specs/geronimo-jms_1.1_spec/1.1.1
org.apache.geronimo.specs/geronimo-jms_2.0_spec,org.apache.geronimo.specs/geronimo-jms_2.0_spec/1.0-alpha-2
org.apache.geronimo.specs/geronimo-jpa_2.1_spec,org.apache.geronimo.specs/geronimo-jpa_2.1_spec/1.0-alpha-1
org.apache.geronimo.specs/geronimo-jta_1.1_spec,org.apache.geronimo.specs/geronimo-jta_1.1_spec/1.1.1
org.apache.httpcomponents/httpcore,org.apache.httpcomponents/httpcore/4.4.11
org.apache.httpcomponents/httpcore-nio,org.apache.httpcomponents/httpcore-nio/4.4.11
org.apache.httpcomponents/httpclient,org.apache.httpcomponents/httpclient/4.5.9
org.apache.httpcomponents/httpclient-cache,org.apache.httpcomponents/httpclient-cache/4.5.9
org.apache.httpcomponents/httpclient-osgi,org.apache.httpcomponents/httpclient-osgi/4.5.9
org.apache.httpcomponents/httpmime,org.apache.httpcomponents/httpmime/4.5.9
org.apache.httpcomponents/httpasyncclient,org.apache.httpcomponents/httpasyncclient/4.1.4
org.apache.kafka/kafka_2.11,org.apache.kafka/kafka_2.11/2.3.0
org.apache.kafka/kafka-clients,org.apache.kafka/kafka-clients/2.3.0
org.apache.logging.log4j/log4j-api,org.apache.logging.log4j/log4j-api/2.12.1
org.apache.logging.log4j/log4j-core,org.apache.logging.log4j/log4j-core/2.12.1
org.apache.logging.log4j/log4j-slf4j-impl,org.apache.logging.log4j/log4j-slf4j-impl/2.12.1
org.apache.logging.log4j/log4j-1.2-api,org.apache.logging.log4j/log4j-1.2-api/2.12.1
org.apache.logging.log4j/log4j-jcl,org.apache.logging.log4j/log4j-jcl/2.12.1
org.apache.logging.log4j/log4j-jul,org.apache.logging.log4j/log4j-jul/2.12.1
org.apache.logging.log4j/log4j-web,org.apache.logging.log4j/log4j-web/2.12.1
org.apache.maven.archetype/archetype-packaging,org.apache.maven.archetype/archetype-packaging/2.3
org.apache.mina/mina-core,org.apache.mina/mina-core/2.0.21
org.apache.openjpa/openjpa-persistence-jdbc,org.apache.openjpa/openjpa-persistence-jdbc/3.1.0
org.apache.pdfbox/fontbox,org.apache.pdfbox/fontbox/2.0.16
org.apache.pdfbox/pdfbox,org.apache.pdfbox/pdfbox/2.0.16
org.apache.pdfbox/pdfbox-tools,org.apache.pdfbox/pdfbox-tools/2.0.16
org.apache.pdfbox/pdfbox-debugger,org.apache.pdfbox/pdfbox-debugger/2.0.16
org.apache.pulsar/pulsar-client,org.apache.pulsar/pulsar-client/2.4.0
org.apache.pulsar/pulsar-client-admin,org.apache.pulsar/pulsar-client-admin/2.4.0
org.apache.servicemix.bundles/org.apache.servicemix.bundles.ognl,org.apache.servicemix.bundles/org.apache.servicemix.bundles.ognl/3.1.12_1
org.apache.servicemix.bundles/org.apache.servicemix.bundles.snmp4j,org.apache.servicemix.bundles/org.apache.servicemix.bundles.snmp4j/2.6.3_1
org.apache.ws.commons.axiom/axiom-api,org.apache.ws.commons.axiom/axiom-api/1.2.14
org.apache.ws.commons.axiom/axiom-impl,org.apache.ws.commons.axiom/axiom-impl/1.2.14
org.apache.xbean/xbean-spring,org.apache.xbean/xbean-spring/4.14
org.apache.zookeeper/zookeeper,org.apache.zookeeper/zookeeper/3.4.14
org.assertj/assertj-core,org.assertj/assertj-core/3.13.2
org.awaitility/awaitility,org.awaitility/awaitility/3.1.6
org.cassandraunit/cassandra-unit,org.cassandraunit/cassandra-unit/3.1.3.2
org.ccil.cowan.tagsoup/tagsoup,org.ccil.cowan.tagsoup/tagsoup/1.2.1
org.codehaus.groovy/groovy,org.codehaus.groovy/groovy/2.5.8
org.codehaus.groovy/groovy-xml,org.codehaus.groovy/groovy-xml/2.5.8
org.codehaus.groovy/groovy-ant,org.codehaus.groovy/groovy-ant/2.5.8
org.codehaus.groovy/groovy-jsr223,org.codehaus.groovy/groovy-jsr223/2.5.8
org.codehaus.jettison/jettison,org.codehaus.jettison/jettison/1.4.0
org.codehaus.mojo/exec-maven-plugin,org.codehaus.mojo/exec-maven-plugin/1.6.0
org.codehaus.woodstox/woodstox-core-asl,org.codehaus.woodstox/woodstox-core-asl/4.4.1
org.eclipse.rdf4j/rdf4j-model,org.eclipse.rdf4j/rdf4j-model/2.4.4
org.eclipse.rdf4j/rdf4j-rio-api,org.eclipse.rdf4j/rdf4j-rio-api/2.4.4
org.hamcrest/java-hamcrest,org.hamcrest/java-hamcrest/2.0.0.0
org.hibernate/hibernate-entitymanager,org.hibernate/hibernate-entitymanager/5.2.16.Final
org.hsqldb/hsqldb,org.hsqldb/hsqldb/2.5.0
org.jruby/jruby,org.jruby/jruby/1.7.18
org.jruby/jruby-complete,org.jruby/jruby-complete/1.7.18
org.junit.jupiter/junit-jupiter-api,org.junit.jupiter/junit-jupiter-api/5.5.1
org.junit.jupiter/junit-jupiter-engine,org.junit.jupiter/junit-jupiter-engine/5.5.1
org.knowm.xchange,org.knowm.xchange/xchange-core
org.mockito/mockito-core,org.mockito/mockito-core/2.28.2
org.mozilla/rhino,org.mozilla/rhino/1.7.7.1
org.ops4j.pax.exam/pax-exam,org.ops4j.pax.exam/pax-exam/4.13.1
org.ops4j.pax.exam/pax-exam-junit4,org.ops4j.pax.exam/pax-exam-junit4/4.13.1
org.ops4j.pax.exam/pax-exam-container-karaf,org.ops4j.pax.exam/pax-exam-container-karaf/4.13.1
org.ops4j.pax.exam/pax-exam-link-mvn,org.ops4j.pax.exam/pax-exam-link-mvn/4.13.1
org.ops4j.pax.exam/pax-exam-invoker-junit,org.ops4j.pax.exam/pax-exam-invoker-junit/4.13.1
org.ops4j.pax.swissbox/pax-swissbox-tinybundles,org.ops4j.pax.swissbox/pax-swissbox-tinybundles/1.3.2
org.optaplanner/optaplanner-bom,org.optaplanner/optaplanner-bom/7.22.0.Final
org.optaplanner/optaplanner-core,org.optaplanner/optaplanner-core/7.26.0.Final
org.optaplanner/optaplanner-persistence-common,org.optaplanner/optaplanner-persistence-common/7.26.0.Final
org.optaplanner/optaplanner-persistence-xstream,org.optaplanner/optaplanner-persistence-xstream/7.26.0.Final
org.optaplanner/optaplanner-persistence-jaxb,org.optaplanner/optaplanner-persistence-jaxb/7.26.0.Final
org.optaplanner/optaplanner-persistence-jackson,org.optaplanner/optaplanner-persistence-jackson/7.26.0.Final
org.optaplanner/optaplanner-persistence-jpa,org.optaplanner/optaplanner-persistence-jpa/7.26.0.Final
org.optaplanner/optaplanner-core-gwt,org.optaplanner/optaplanner-core-gwt/7.26.0.Final
org.optaplanner/optaplanner-benchmark,org.optaplanner/optaplanner-benchmark/7.26.0.Final
org.optaplanner/optaplanner-test,org.optaplanner/optaplanner-test/7.26.0.Final
org.optaplanner/optaplanner-examples,org.optaplanner/optaplanner-examples/7.26.0.Final
org.optaplanner/optaplanner-webexamples,org.optaplanner/optaplanner-webexamples/7.26.0.Final
org.optaplanner/optaplanner-docs,org.optaplanner/optaplanner-docs/7.26.0.Final
org.optaplanner/optaplanner-distribution,org.optaplanner/optaplanner-distribution/7.26.0.Final
org.optaplanner/optaplanner-workbench-models-core,org.optaplanner/optaplanner-workbench-models-core/7.26.0.Final
org.optaplanner/optaplanner-workbench-models-datamodel-api,org.optaplanner/optaplanner-workbench-models-datamodel-api/7.26.0.Final
org.optaplanner/optaplanner-wb-solver-editor-api,org.optaplanner/optaplanner-wb-solver-editor-api/7.26.0.Final
org.optaplanner/optaplanner-wb-solver-editor-backend,org.optaplanner/optaplanner-wb-solver-editor-backend/7.26.0.Final
org.optaplanner/optaplanner-wb-solver-editor-client,org.optaplanner/optaplanner-wb-solver-editor-client/7.26.0.Final
org.optaplanner/optaplanner-wb-guided-rule-editor-api,org.optaplanner/optaplanner-wb-guided-rule-editor-api/7.26.0.Final
org.optaplanner/optaplanner-wb-guided-rule-editor-backend,org.optaplanner/optaplanner-wb-guided-rule-editor-backend/7.26.0.Final
org.optaplanner/optaplanner-wb-guided-rule-editor-client,org.optaplanner/optaplanner-wb-guided-rule-editor-client/7.26.0.Final
org.optaplanner/optaplanner-wb-domain-editor-api,org.optaplanner/optaplanner-wb-domain-editor-api/7.26.0.Final
org.optaplanner/optaplanner-wb-domain-editor-backend,org.optaplanner/optaplanner-wb-domain-editor-backend/7.26.0.Final
org.optaplanner/optaplanner-wb-domain-editor-client,org.optaplanner/optaplanner-wb-domain-editor-client/7.26.0.Final
org.optaplanner/optaplanner-wb-ui,org.optaplanner/optaplanner-wb-ui/7.14.0.Final-redhat-00004
org.osgi/osgi.core,org.osgi/osgi.core/6.0.0
org.osgi/osgi.cmpn,org.osgi/osgi.cmpn/6.0.0
org.python/jython,org.python/jython/2.5.3
org.restlet.jee/org.restlet,org.restlet.jee/org.restlet/2.3.12
org.restlet.jee/org.restlet.ext.httpclient,org.restlet.jee/org.restlet.ext.httpclient/2.3.12
org.restlet.jse/org.restlet.ext.jackson,org.restlet.jse/org.restlet.ext.jackson/2.3.12
org.restlet.jse/org.restlet.ext.gson,org.restlet.jse/org.restlet.ext.gson/2.3.12
org.scala-lang/scala-library,org.scala-lang/scala-library/2.11.7
org.slf4j/slf4j-api,org.slf4j/slf4j-api/1.7.28
org.slf4j/slf4j-log4j12,org.slf4j/slf4j-log4j12/1.7.28
org.slf4j/jul-to-slf4j,org.slf4j/jul-to-slf4j/1.7.28
org.slf4j/log4j-over-slf4j,org.slf4j/log4j-over-slf4j/1.7.28
org.slf4j/slf4j-simple,org.slf4j/slf4j-simple/1.7.28
org.springframework/spring-context,org.springframework/spring-context/5.1.9.RELEASE
org.springframework/spring-test,org.springframework/spring-test/5.1.9.RELEASE
org.springframework/spring-core,org.springframework/spring-core/5.1.9.RELEASE
org.springframework/spring-beans,org.springframework/spring-beans/5.1.9.RELEASE
org.springframework/spring-web,org.springframework/spring-web/5.1.9.RELEASE
org.springframework/spring-aop,org.springframework/spring-aop/5.1.9.RELEASE
org.springframework/spring-jdbc,org.springframework/spring-jdbc/5.1.9.RELEASE
org.springframework/spring-orm,org.springframework/spring-orm/5.1.9.RELEASE
org.springframework/spring-jms,org.springframework/spring-jms/5.1.9.RELEASE
org.springframework/spring-context-support,org.springframework/spring-context-support/5.1.9.RELEASE
org.springframework/spring-tx,org.springframework/spring-tx/5.1.9.RELEASE
org.springframework/spring-expression,org.springframework/spring-expression/5.1.9.RELEASE
org.springframework.boot/spring-boot-starter,org.springframework.boot/spring-boot-starter/2.1.7.RELEASE
org.springframework.boot/spring-boot-starter-web,org.springframework.boot/spring-boot-starter-web/2.1.7.RELEASE
org.springframework.security/spring-security-config,org.springframework.security/spring-security-config/5.1.4.RELEASE
org.springframework.security/spring-security-core,org.springframework.security/spring-security-core/5.1.4.RELEASE
org.testng/testng,org.testng/testng/6.14.2
rhino/js,rhino/js/1.7R2
stax/stax-api,stax/stax-api/1.0.1
xalan/xalan,xalan/xalan/2.7.2
xerces/xercesImpl,xerces/xercesImpl/2.12.0
xml-apis/xml-apis,xml-apis/xml-apis/1.4.01
